y_true_class, y_pred_class, y_pred_cont
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
7.000000000000000000e+00,6.000000000000000000e+00,1.816000000000000227e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
3.000000000000000000e+00,6.000000000000000000e+00,1.816000000000000227e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
2.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.021333333333333400e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
5.000000000000000000e+00,5.000000000000000000e+00,1.653571428571428612e+02
1.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
1.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.002711864406779796e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
3.000000000000000000e+00,2.000000000000000000e+00,6.561333333333332973e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.089770354906054450e+00
