0.29313144,0.30534747,0.3561343,0.017475512,0.01590732,0.0039953482,0.0027965924,0.0022491429,0.0029628777
0.5011026,0.22890611,0.23721807,0.013650249,0.0116758,0.0021659401,0.0017448482,0.0015176362,0.002018755
0.5195646,0.29863507,0.16420017,0.0071489406,0.0064027226,0.0012476341,0.00089364866,0.0008591423,0.0010481094
0.7519658,0.13476948,0.098198086,0.0063650813,0.005103275,0.0010053919,0.000723368,0.001094615,0.000774962
0.72408473,0.16580889,0.1016327,0.003798612,0.0030391389,0.00045435844,0.00030702466,0.0004718978,0.00040257093
0.8178578,0.10782578,0.06524544,0.0044400557,0.0028727583,0.00045509203,0.0003663228,0.00052397954,0.00041281976
0.858953,0.07435278,0.055415187,0.0056511494,0.0035159495,0.0005238762,0.0004359353,0.0006569921,0.000495066
0.1322564,0.33722696,0.4382168,0.029814024,0.031978145,0.010541921,0.007936806,0.004678185,0.0073507866
0.8503401,0.089733586,0.055579804,0.0020860005,0.001557609,0.0001787466,0.00012658097,0.00022878179,0.00016866528
0.6535956,0.21905048,0.11435088,0.005672377,0.0043613985,0.0008546952,0.0005981305,0.0008208176,0.0006955962
0.64399767,0.21209294,0.13121416,0.00572643,0.004224926,0.0008215277,0.0005509972,0.000702164,0.0006692988
0.82843715,0.097241305,0.06413626,0.0049909907,0.0033003306,0.00047300186,0.00040229227,0.00054172456,0.0004769306
0.85000616,0.09129655,0.053715713,0.0024417688,0.0016829536,0.00021843801,0.00016947358,0.00026775379,0.00020122396
0.57764274,0.20212328,0.19450703,0.011006971,0.008932497,0.0018087022,0.001245171,0.0012758718,0.001457675
0.39861375,0.36507496,0.21524467,0.0084828595,0.007894502,0.001461413,0.0010461364,0.0010320058,0.0011496892
0.7506407,0.1485861,0.09170097,0.0042896545,0.0030054562,0.0004782024,0.00037238587,0.0004956449,0.00043083163
0.32693708,0.28312573,0.34360182,0.016980333,0.01702795,0.0044969935,0.0027570275,0.002351562,0.0027214924
0.19484505,0.35433617,0.40042663,0.017004259,0.019584907,0.004989358,0.0031890955,0.002332616,0.0032919336
0.28334698,0.40148956,0.28160068,0.011091348,0.013001074,0.003298644,0.0021292802,0.001902668,0.0021397853
0.88647926,0.06959336,0.038049772,0.0030934778,0.0017057302,0.0002737651,0.0002109537,0.00031721374,0.0002764559
0.8380817,0.0902335,0.061253764,0.0049445806,0.0033014223,0.0005381006,0.00045335587,0.00062044547,0.0005730745
0.5928327,0.22186361,0.16472149,0.008758425,0.007326418,0.0013439616,0.000950664,0.0010777562,0.0011250335
0.942611,0.03870957,0.016800731,0.0010477091,0.00054068526,6.2299565e-05,5.116419e-05,0.00010990305,6.687427e-05
0.2738984,0.3451745,0.34624648,0.012938797,0.012616873,0.0032328337,0.0019185825,0.0017454738,0.002228052
0.8565145,0.07415128,0.06107515,0.0039251526,0.0027563877,0.00036905755,0.00031514288,0.00049652846,0.0003968127
0.51328224,0.2307668,0.22889519,0.01099575,0.009728418,0.0018725855,0.0014199883,0.0013545484,0.0016844706
0.7853452,0.13833034,0.07035354,0.002986193,0.0019932964,0.000271057,0.00020911243,0.000273201,0.00023808665
0.906871,0.0609926,0.029089145,0.0015359528,0.001021517,0.00010637803,9.2828646e-05,0.00017134268,0.00011911661
0.29738373,0.39769056,0.27264407,0.011495898,0.011631732,0.0031310855,0.0019906547,0.0018065028,0.0022257331
0.84602016,0.07394442,0.06738287,0.005866559,0.0043253563,0.00057955587,0.00051610736,0.0006944606,0.00067050755
0.3529017,0.40135667,0.22461034,0.008311601,0.0077949953,0.0015635529,0.0011033467,0.0011548896,0.0012029388
0.74717045,0.1300824,0.109905064,0.0058636344,0.0042600064,0.00076119485,0.0005307256,0.0007680589,0.0006585036
0.8023508,0.09064532,0.09157307,0.0068958136,0.005368299,0.00073655194,0.00071347586,0.0008773977,0.00083927205
0.5983034,0.2609008,0.13043062,0.0048265276,0.0034524358,0.0005929731,0.000436444,0.0005275408,0.0005293038
0.426466,0.3310787,0.21872291,0.009624652,0.008507377,0.0017168059,0.0012486991,0.0011835385,0.0014513275
0.46551722,0.24912855,0.24100097,0.01742064,0.015216769,0.0036197442,0.002673244,0.0026769598,0.002745894
0.82010597,0.09575737,0.07347372,0.0046711876,0.0037400587,0.00053726236,0.0004728788,0.0006476704,0.00059380976
