y_true_class, y_pred_class, y_pred_cont
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
5.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
3.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.826785714285714590e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.024571428571428910e+00
