0.17079724,0.16505863,0.17488918,0.17274119,0.16275923,0.15375456
0.16982906,0.16420996,0.17555535,0.17367102,0.16288894,0.15384571
0.1705158,0.16548678,0.17467399,0.17299016,0.16282591,0.15350729
0.17184749,0.1649248,0.17458123,0.17244521,0.16289882,0.15330243
0.1704522,0.16520254,0.17499462,0.17288437,0.1627517,0.15371458
0.17045844,0.16511072,0.17512226,0.17267857,0.16270684,0.15392314
0.16958436,0.16487363,0.17583157,0.1732144,0.16303478,0.15346125
0.1702675,0.1651642,0.17467186,0.17329541,0.1628418,0.15375932
0.17067793,0.16495235,0.17518437,0.17281471,0.16268516,0.15368554
0.17360647,0.16516028,0.17632036,0.17065409,0.1625617,0.15169716
0.17006892,0.16521305,0.17485934,0.17330809,0.1628098,0.15374076
0.17016767,0.16547075,0.17488477,0.1729134,0.16281301,0.15375046
0.1709268,0.16544941,0.17512941,0.17252469,0.16267657,0.15329306
0.17155384,0.16514474,0.17571382,0.17178483,0.16273852,0.15306424
0.16987146,0.16474243,0.1755348,0.17342566,0.16293512,0.15349059
0.1697145,0.16433457,0.17557533,0.17326424,0.16308273,0.15402862
0.16988827,0.16514857,0.17504732,0.17300715,0.16275266,0.154156
0.17045128,0.16535597,0.17440487,0.17308879,0.16279036,0.15390876
0.17074181,0.16524188,0.1745576,0.1727052,0.16299218,0.15376139
0.17109993,0.16512229,0.174883,0.17232321,0.16305494,0.15351671
0.16977714,0.16425362,0.17498052,0.17346133,0.16298994,0.1545375
0.1712895,0.16518971,0.17470519,0.17257816,0.16271737,0.15352008
0.1693656,0.16454151,0.17592864,0.17356591,0.16291049,0.15368791
0.1698568,0.16512857,0.17551436,0.17306754,0.16265179,0.15378092
0.17003709,0.16478239,0.17547442,0.1731161,0.16248679,0.15410317
0.16989638,0.16505073,0.17601295,0.17299896,0.1625692,0.15347183
0.17016503,0.16520765,0.17545664,0.17296873,0.16261174,0.15359023
0.17026626,0.16509229,0.17499666,0.17298438,0.16293572,0.15372467
0.17029628,0.16507953,0.17479677,0.1731351,0.16292498,0.15376733
0.17008236,0.16499962,0.17455995,0.1734423,0.16297725,0.15393859
0.17008373,0.16499613,0.17537463,0.1729261,0.16278957,0.1538299
0.16986182,0.1651391,0.17500071,0.17337051,0.1628195,0.15380837
0.16973804,0.16459234,0.17517158,0.17328373,0.16291592,0.1542984
0.1697038,0.16490643,0.17577365,0.17326504,0.1629615,0.15338965
0.17136887,0.16525505,0.17558095,0.17185193,0.1627658,0.15317734
