0.99919677,0.00067311956,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06,9.998851e-06
0.9990842,0.0007856921,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06,9.9990175e-06
0.9995109,0.00035897267,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06,9.998974e-06
8.2299164e-05,0.98870116,0.011096432,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06,9.998872e-06
9.999394e-06,9.999394e-06,0.014831354,0.6499899,0.3334122,0.0015878885,7.8600104e-05,9.999394e-06,9.999394e-06,9.999394e-06,9.999394e-06,9.999394e-06,9.999394e-06,9.999394e-06,9.999394e-06
0.9953555,0.0045144255,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06,9.998813e-06
0.9991376,0.00072606705,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,9.999231e-06,1.202599e-05,9.999231e-06,1.38838195e-05,1.0310879e-05
9.99987e-06,9.99987e-06,1.4020919e-05,3.38665e-05,0.00048505992,0.0043630316,0.061701603,0.54928416,0.35925058,0.021632444,0.002240713,0.0006408781,0.000103158774,6.926881e-05,0.00016113778
0.999549,0.00032006283,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,9.999126e-06,1.0817036e-05,9.999126e-06
9.998989e-06,0.032913316,0.96061814,0.0063376916,2.0769889e-05,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06,9.998989e-06
0.99629235,0.003577509,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06,9.9988065e-06
0.99894285,0.0007367052,9.999454e-06,9.999454e-06,9.999454e-06,9.999454e-06,9.999454e-06,9.999454e-06,9.999454e-06,1.1775152e-05,1.8006443e-05,3.973114e-05,3.0949755e-05,5.43494e-05,9.55259e-05
0.9473127,0.052502602,3.570253e-05,9.999337e-06,9.999337e-06,9.999337e-06,9.999337e-06,9.999337e-06,9.999337e-06,9.999337e-06,9.999337e-06,1.8060096e-05,1.5217847e-05,2.1915414e-05,1.3687919e-05
0.00028632337,0.0004923206,0.00016142802,0.0001889534,0.0001489763,0.00011167118,0.0009381518,0.002389649,0.0038272978,0.019816602,0.043874197,0.042665433,0.2983097,0.23762138,0.3491679
0.99741566,0.002454164,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06,9.999062e-06
9.999298e-06,0.017675001,0.95926136,0.022725893,0.00022314937,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,9.999298e-06,1.4542189e-05
0.9994763,0.0003913367,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,9.999181e-06,1.14371e-05,1.0802446e-05
0.0032816434,0.9960149,0.0005833823,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06,9.998875e-06
3.9002374e-05,0.9797252,0.020115657,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06,9.998839e-06
9.999228e-06,9.999228e-06,0.0004492374,0.07653087,0.9006823,0.021671196,0.0005549492,2.1443875e-05,9.999228e-06,9.999228e-06,9.999228e-06,9.999228e-06,9.999228e-06,9.999228e-06,9.999228e-06
0.99687415,0.0028684277,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,9.999389e-06,2.9200324e-05,3.0052694e-05,5.990689e-05,4.8152844e-05
0.03838299,0.9331199,0.025001502,4.478678e-05,3.5867404e-05,1.9462292e-05,8.18705e-05,0.0001326299,0.000261012,0.00032832054,0.00038906882,0.0005758217,0.0007292927,0.00043972099,0.00045776062
0.9850369,0.014792205,1.51602935e-05,9.999437e-06,9.999437e-06,9.999437e-06,9.999437e-06,9.999437e-06,9.999437e-06,9.999437e-06,9.999437e-06,2.4470122e-05,1.4875958e-05,1.762695e-05,1.8691171e-05
