MSSubClass,LotFrontage,LotArea,Street,Alley,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,SalePrice
-0.8667643047469886,-0.004193189115550663,-0.21289571021689285,2,0,4,2,1,3,7,6,1,1,-0.8204445578548297,0.37221730085603477,-0.4554689634533773,-1.3460630279925625,5,4,8,9,0,-0.59788870008087,2,4,4,2,3,1,3,1.0372686113776926,1,-0.28550406121847727,-0.40028164505613256,0.5726121928947197,6,3,2,5,0.3742352301895073,-0.8019229244046748,-0.11899866377895676,-0.40709314807972335,1.1053195824048596,-0.24287002311294137,-1.0555657250367967,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,2,-0.9645659090752412,7,-0.9585921495629545,0,6,-0.9044027695231686,2,-1.056543843657237,-0.8638372713165864,3,3,3,1.1884023292892827,-0.7143518217141828,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,0,0,-0.09274033210472127,-0.1334166899817642,1.6500652739221804,7,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000
0.07410995914193591,-0.4939576778119005,-0.26524462694629186,2,0,4,2,1,3,7,6,1,6,-0.08893368489724114,1.2686086563196408,0.7186089531287432,0.43921378939409295,5,4,9,10,0,-0.59788870008087,3,3,6,3,3,1,1,-0.9719957310301061,1,-0.28550406121847727,0.5119196948362164,-0.5965465945922769,6,4,2,5,-0.9582022093686505,0.9550876971151496,-0.11899866377895676,0.08317012986669654,-0.8186942361478619,-0.24287002311294137,0.7736638993593138,1.2369471115355464,0.13621832007914325,-0.2127571124887476,2,0.2707553428983133,7,0.5921497211981687,3,6,0.5935421492506219,2,0.2950916540335109,-0.4562639668430008,3,3,3,-0.7401574768200161,-0.13801492334976645,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,0,0,-0.09274033210472127,-0.5080097041613333,0.8936774246517606,7,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000
-0.6315457387747575,-0.13776532239637335,-0.17784146224711767,2,0,4,2,1,3,6,6,1,1,-0.8204445578548297,1.2686086563196408,-1.9882929101022566,-1.6838181015522,5,4,8,7,0,-0.59788870008087,2,3,4,1,3,1,1,-0.9719957310301061,1,-0.28550406121847727,0.505195852036027,-0.6033572283057933,6,4,2,4,-0.9659639808612224,-0.8019229244046748,-0.11899866377895676,-1.3952502608277602,-0.8186942361478619,-0.24287002311294137,-1.0555657250367967,-0.7640975231923183,-1.1067738506430391,-0.2127571124887476,2,-1.5822265350620184,7,-0.9585921495629545,0,0,0.05261759524897536,0,-2.408179341347985,-2.2571692656797744,0,0,2,1.790112988795384,-0.7143518217141828,2.290825731342981,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,2,0,-0.09274033210472127,-0.5080097041613333,0.1372895753813408,7,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000
-0.16110860683029524,-0.4494336333849596,-0.32447421834349827,2,0,4,2,4,3,6,6,1,5,-0.8204445578548297,1.2686086563196408,-1.1077344726656664,-1.6838181015522,5,4,6,7,2,0.8615223978931641,2,3,3,3,3,1,5,0.26799495316733146,1,-0.28550406121847727,-0.9157762597373125,-0.7509209587653172,6,5,2,5,-0.48732140548596176,0.9892265045280996,-0.11899866377895676,0.45897505498515845,1.1053195824048596,-0.24287002311294137,-1.0555657250367967,1.2369471115355464,0.13621832007914325,-0.2127571124887476,3,0.2707553428983133,7,2.142891591959292,3,2,-1.6533752289100638,1,-1.056543843657237,-1.119755392730233,3,3,3,-0.7401574768200161,-0.7143518217141828,3.902256710004422,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,2,0,-0.09274033210472127,-0.1334166899817642,-0.619098273889079,7,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175000
-0.16110860683029524,-0.8946740776543686,-0.5290348165756081,2,2,4,2,1,3,7,6,1,5,-0.8204445578548297,0.37221730085603477,-1.5317070536536543,-1.6838181015522,5,4,14,7,0,-0.59788870008087,2,3,3,2,3,1,2,-0.49692021406166775,1,-0.28550406121847727,0.5320912232367843,-0.0812086436028629,6,3,2,5,-0.37089483309738486,0.7115642042361066,-0.11899866377895676,0.3120868355226124,-0.8186942361478619,-0.24287002311294137,0.7736638993593138,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,3,-0.34690528308846397,7,0.5921497211981687,4,2,-2.2775189450658098,1,-1.056543843657237,-0.7974881287278631,3,3,3,-0.7401574768200161,-0.7143518217141828,3.547741894698905,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,0,0,-0.09274033210472127,-0.5080097041613333,1.6500652739221804,7,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127000
-0.8667643047469886,-0.004193189115550663,-0.08272078406918656,2,0,4,2,4,3,7,6,1,1,-0.8204445578548297,1.2686086563196408,0.03373016845583956,-0.6223021560790535,5,4,9,10,0,-0.59788870008087,2,3,6,2,3,1,5,0.976249737638627,1,-0.28550406121847727,-1.2788637709475348,-0.38087652699758817,6,3,2,5,-0.7124127787705438,-0.8019229244046748,-0.11899866377895676,-1.208301617875429,1.1053195824048596,-0.24287002311294137,-1.0555657250367967,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,2,-0.9645659090752412,7,-0.9585921495629545,0,6,-0.15543031013627331,1,0.2950916540335109,0.3588826421041703,3,3,3,1.2346877646359058,-0.7143518217141828,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,3,0,-0.09274033210472127,0.24117632419780488,-1.3754861231594988,7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149900
0.07410995914193591,2.311057121085376,0.11356440814353343,2,0,4,2,1,3,7,6,1,6,-0.08893368489724114,-0.5241740546075712,1.1099682586561166,0.9699717621306662,5,4,9,10,0,-0.59788870008087,3,3,6,3,3,3,1,-0.9719957310301061,1,-0.28550406121847727,0.2541723874956264,-0.8576208869437421,6,5,2,5,-1.2557367832505693,1.1917834285116027,-0.11899866377895676,0.062186098514904246,-0.8186942361478619,-0.24287002311294137,0.7736638993593138,1.2369471115355464,0.13621832007914325,-0.2127571124887476,3,-0.34690528308846397,7,0.5921497211981687,4,5,1.0928571221752188,3,0.2950916540335109,-0.36147947743053904,3,3,3,0.031266445623703454,-0.16683176826798726,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,0,0,-0.09274033210472127,-1.2571957325204715,0.8936774246517606,7,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174000
-0.16110860683029524,-1.3399145219237776,-0.4884946252896082,2,0,4,2,1,3,7,6,1,5,-1.5519554308124182,2.165000011783247,-1.5969336045748832,1.066473211719134,5,4,9,10,0,-0.59788870008087,2,4,3,2,3,1,4,0.6297497046203624,1,-0.28550406121847727,-1.1421456340103524,-0.6033572283057933,6,4,2,5,-0.9659639808612224,0.012856612517730794,-0.11899866377895676,-0.7123154222876111,1.1053195824048596,-0.24287002311294137,-1.0555657250367967,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,3,0.2707553428983133,7,-0.9585921495629545,0,2,-2.3607381072199094,1,-1.056543843657237,-1.119755392730233,3,3,1,-0.7401574768200161,0.6688567343604165,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,2,0,-0.09274033210472127,-0.5080097041613333,1.6500652739221804,7,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125500
-0.8667643047469886,0.35199916629997646,0.13020820227241872,2,0,4,2,1,3,7,6,1,1,-0.08893368489724114,0.37221730085603477,0.32724964760136965,-0.18804563293094811,5,4,8,9,2,0.6182872148974917,2,4,4,3,3,1,6,0.3094006174902687,2,1.1561674757894747,0.07935247469070446,0.817795006581313,6,3,2,5,0.6536590039220919,-0.8019229244046748,-0.11899866377895676,-0.20106811298939903,-0.8186942361478619,-0.24287002311294137,0.7736638993593138,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,3,0.2707553428983133,7,0.5921497211981687,3,6,0.09422717632602509,3,0.2950916540335109,0.47262402939912446,3,3,3,1.3889725491246498,-0.7143518217141828,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,4,0,-0.09274033210472127,-0.1334166899817642,0.1372895753813408,7,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175500
-0.8667643047469886,0.2629510774460947,-0.14241528591692046,2,0,4,2,1,3,7,6,1,1,1.374088061017936,-0.5241740546075712,1.1751948095773455,1.066473211719134,5,4,13,14,3,0.2128952432380378,3,3,6,3,3,3,1,-0.9719957310301061,1,-0.28550406121847727,2.0740925054135313,0.9857906381813863,6,5,2,5,0.845116034072196,-0.8019229244046748,-0.11899866377895676,-0.05990281116825089,-0.8186942361478619,-0.24287002311294137,0.7736638993593138,-0.7640975231923183,0.13621832007914325,-0.2127571124887476,3,0.2707553428983133,7,-0.9585921495629545,0,6,1.1760762843293182,3,0.2950916540335109,-0.010776866604430547,3,3,3,0.5558347128854327,1.1587430979701705,-0.35192107366178105,-0.12100805009628117,-0.2758378238577077,-0.07099283776824153,0,0,0,-0.09274033210472127,-0.1334166899817642,-0.619098273889079,9,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,225000
