5.2165256e-06,2.4460253e-06,3.751098e-07,1.0904758e-05,1.1229382e-06,3.4694833e-05,0.00054853834,0.0019517884,0.010076993,0.021495702,0.021195002,0.033043336,0.09387282,0.106400974,0.11536443,0.27394256,0.018264277,0.13381493,0.074886456,5.110302e-05,0.095036305
2.9803115e-05,0.00014141304,0.004105159,0.06100817,0.17604612,0.34252867,0.15741448,0.061689105,0.054797307,0.034728505,0.024930935,0.029411653,0.018841695,0.0070647313,0.00466818,0.00599582,0.013265083,9.314326e-06,0.0019122276,0.0014115011,1.1025028e-07
1.9635087e-05,0.00033692227,0.047583535,0.25154856,0.34168816,0.28590214,0.03457864,0.01964649,0.0102256145,0.002551526,0.0023924918,0.0008081597,0.0018540905,3.0151716e-05,9.982667e-06,0.00049913354,0.0003072918,1.1977193e-08,1.7413384e-05,1.17620395e-07,2.0979833e-10
4.396977e-05,0.00014302357,0.0022189256,0.030698067,0.05853866,0.11436337,0.12633565,0.06485081,0.071116835,0.07868446,0.06464728,0.11586314,0.06801105,0.06717118,0.013144936,0.04608349,0.059378833,0.00022791002,0.011532195,0.006942887,3.324413e-06
7.748797e-06,2.222441e-05,0.00028152743,0.008232068,0.016769074,0.17441764,0.13584344,0.10876688,0.05972909,0.058036663,0.03685273,0.07766131,0.09450386,0.030060662,0.13153931,0.012354706,0.04760413,0.0005136559,0.0051090806,0.0016928214,1.4064422e-06
0.00013609142,0.003626359,0.19129749,0.4695329,0.22509633,0.09436414,0.008364715,0.004310135,0.002359076,0.00023651241,0.00044582333,4.454198e-05,7.787129e-05,4.5155647e-07,3.2767247e-08,9.3825685e-05,1.2771122e-05,2.9037384e-11,8.837515e-07,5.515153e-11,2.5885203e-12
1.1650595e-05,1.0260769e-05,4.826111e-06,0.00013319204,3.7017602e-05,0.0005490597,0.006076846,0.019257305,0.04392798,0.05731963,0.05017331,0.09550497,0.1706944,0.09660108,0.17155148,0.052266672,0.07223756,0.03135533,0.12816656,0.0001896812,0.003931147
2.4063129e-05,4.603678e-05,0.00020875757,0.0085468,0.0044589615,0.036035694,0.12765224,0.16923264,0.14566243,0.16195409,0.070758834,0.076343946,0.04199404,0.012927833,0.06795525,0.025054889,0.04470138,5.0458333e-05,0.006383079,6.6613534e-06,1.8988733e-06
1.7173898e-05,1.3955053e-05,6.1078704e-06,0.00017346512,3.1585612e-05,0.00041847758,0.0056661833,0.021603985,0.06625065,0.07737427,0.066469856,0.121114455,0.15887262,0.085882455,0.1451849,0.047755957,0.04958998,0.014745436,0.13506593,2.465031e-05,0.0037378394
2.692241e-07,7.670183e-07,6.9515304e-06,0.00054511416,0.0011413422,0.016128996,0.038391642,0.029199904,0.029388024,0.095795594,0.07969256,0.13397202,0.14418088,0.040658858,0.28205892,0.0059716627,0.08111366,0.00070960406,0.018322423,0.00272008,7.5248704e-07
4.9397245e-06,8.9208035e-05,0.022060009,0.20162076,0.31605372,0.3454167,0.05200381,0.022617836,0.014670362,0.006035554,0.0063512386,0.003088577,0.0075627817,0.00012869058,2.4149409e-05,0.0013516286,0.0008626614,3.6111786e-08,5.6770798e-05,5.474797e-07,2.045471e-10
1.5733239e-08,1.7640334e-08,4.9471813e-09,3.1316316e-07,1.2911663e-07,1.0324091e-05,0.000120230565,0.00022511437,0.0006502235,0.0042740395,0.006662252,0.016782897,0.015837092,0.012338274,0.0062895794,0.03426445,0.011712622,0.8772248,0.010981542,0.0025224602,0.000103588514
1.1118886e-05,1.8679964e-05,0.00014705659,0.005546036,0.009967273,0.07502448,0.1558592,0.18673626,0.10846243,0.07653466,0.046150565,0.05813394,0.03151468,0.034025457,0.06666784,0.021015404,0.12109139,0.0001525789,0.002466087,0.0004736874,1.2178241e-06
1.0128818e-05,1.0611753e-05,1.1719107e-05,0.00054731773,0.00014068688,0.0021665054,0.02320761,0.06418676,0.10964604,0.118191615,0.07364259,0.11903667,0.13222142,0.048054427,0.13487491,0.049895238,0.07862883,0.0020006215,0.043351628,1.6174556e-05,0.00015849865
2.8567973e-05,3.7400638e-05,0.00018196362,0.006530878,0.0037847122,0.031592738,0.13518089,0.2164864,0.19037028,0.09418956,0.049556367,0.06649928,0.028942557,0.013249541,0.022681598,0.0570469,0.08154872,0.00014172794,0.001934021,1.31209235e-05,2.8686443e-06
