 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/diamonds.yml', data_parallel=False, dataset='Diamonds', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='VIME', n_trials=20, nominal_idx=None, num_classes=1, num_features=9, num_splits=5, objective='regression', one_hot_encode=False, optimize_hyperparameters=True, ordinal_encode=True, ordinal_idx=[1, 2, 3], scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Diamonds...
Dataset loaded!
(53940, 9)
Scaling the data...
A new study created in RDB with name: VIME_Diamonds
In get_device
On Device: cuda
In get_device
On Device: cuda
Fitted encoder
Epoch 0, Val Loss: 2276315.50000
Epoch 1, Val Loss: 1849742.00000
Epoch 2, Val Loss: 1613763.75000
Epoch 3, Val Loss: 1429113.12500
Epoch 4, Val Loss: 1148948.50000
Epoch 5, Val Loss: 976765.93750
Epoch 6, Val Loss: 980920.62500
Epoch 7, Val Loss: 797581.68750
Epoch 8, Val Loss: 836699.06250
Epoch 9, Val Loss: 1050825.00000
Epoch 10, Val Loss: 1006742.68750
Epoch 11, Val Loss: 693615.31250
Epoch 12, Val Loss: 745655.37500
Epoch 13, Val Loss: 761653.25000
Epoch 14, Val Loss: 647296.56250
Epoch 15, Val Loss: 635891.56250
Epoch 16, Val Loss: 705096.62500
Epoch 17, Val Loss: 986420.56250
Epoch 18, Val Loss: 794742.50000
Epoch 19, Val Loss: 671026.93750
Epoch 20, Val Loss: 629000.68750
Epoch 21, Val Loss: 568479.68750
Epoch 22, Val Loss: 526357.75000
Epoch 23, Val Loss: 611597.81250
Epoch 24, Val Loss: 495949.71875
Epoch 25, Val Loss: 509032.93750
Epoch 26, Val Loss: 503495.62500
Epoch 27, Val Loss: 543494.43750
Epoch 28, Val Loss: 544825.25000
Epoch 29, Val Loss: 492672.46875
Epoch 30, Val Loss: 501459.71875
Epoch 31, Val Loss: 821574.43750
Epoch 32, Val Loss: 503376.03125
Epoch 33, Val Loss: 503500.37500
Epoch 34, Val Loss: 739307.62500
Epoch 35, Val Loss: 537140.81250
Epoch 36, Val Loss: 492336.31250
Epoch 37, Val Loss: 575203.75000
Epoch 38, Val Loss: 478656.28125
Epoch 39, Val Loss: 465740.40625
Epoch 40, Val Loss: 551909.87500
Epoch 41, Val Loss: 552634.25000
Epoch 42, Val Loss: 454631.21875
Epoch 43, Val Loss: 541999.37500
Epoch 44, Val Loss: 526071.37500
Epoch 45, Val Loss: 446927.59375
Epoch 46, Val Loss: 498697.81250
Epoch 47, Val Loss: 443549.40625
Epoch 48, Val Loss: 432271.21875
Epoch 49, Val Loss: 489704.78125
Epoch 50, Val Loss: 490669.71875
Epoch 51, Val Loss: 438682.68750
Epoch 52, Val Loss: 446966.68750
Epoch 53, Val Loss: 408737.71875
Epoch 54, Val Loss: 471451.59375
Epoch 55, Val Loss: 442060.12500
Epoch 56, Val Loss: 708722.50000
Epoch 57, Val Loss: 482824.65625
Epoch 58, Val Loss: 467332.09375
Epoch 59, Val Loss: 490681.15625
Epoch 60, Val Loss: 431607.62500
Epoch 61, Val Loss: 413592.12500
Epoch 62, Val Loss: 403043.81250
Epoch 63, Val Loss: 388169.90625
Epoch 64, Val Loss: 386178.12500
Epoch 65, Val Loss: 382987.31250
Epoch 66, Val Loss: 355836.09375
Epoch 67, Val Loss: 394865.34375
Epoch 68, Val Loss: 382141.28125
Epoch 69, Val Loss: 391249.68750
Epoch 70, Val Loss: 388069.71875
Epoch 71, Val Loss: 385701.53125
