0.0015708763,0.11201909,0.16263768,0.13915956,0.06613458,0.042343624,0.1676208,0.05534699,0.08683898,0.09578687,0.017059235,0.05348179
0.0011341682,0.10189112,0.09074773,0.17294241,0.13868828,0.047852177,0.16172093,0.06652019,0.049370006,0.07511357,0.08492265,0.009096823
0.009731519,0.4106297,0.3311722,0.04318254,0.009138694,0.015531235,0.094641306,0.033398848,0.011450665,0.0118567655,0.0072772102,0.021989375
0.0017461767,0.30716497,0.2284282,0.06685544,0.031892307,0.028860912,0.19081043,0.04610367,0.036250874,0.028109835,0.009571422,0.024205763
0.0030295316,0.4173211,0.33955482,0.039572876,0.0077546835,0.008679939,0.11583837,0.021257972,0.01200609,0.008195219,0.0019404049,0.024849057
0.0004509863,0.09154163,0.14190328,0.10448955,0.076812975,0.042929664,0.22820412,0.04223806,0.13844079,0.09622916,0.020380901,0.01637885
0.004450218,0.22893475,0.19526334,0.12211451,0.056576494,0.04715012,0.14252482,0.06793195,0.046415843,0.046422284,0.020034451,0.02218114
0.0025020046,0.46386388,0.29128766,0.035703495,0.0057652122,0.00471332,0.11418933,0.015722282,0.0062118713,0.006746097,0.002740265,0.05055455
0.004409599,0.39612937,0.29567304,0.048788354,0.009568671,0.008120818,0.13449766,0.025730375,0.011490619,0.010349198,0.004002013,0.05124018
0.00044252395,0.022902427,0.06094342,0.12120746,0.15306795,0.10276164,0.16640872,0.032832183,0.18188646,0.13087982,0.02458708,0.0020803148
0.0010080273,0.38301566,0.33270988,0.031942844,0.012362557,0.013495304,0.13702624,0.022172384,0.029872594,0.01290865,0.0012752318,0.022210548
0.0012305387,0.3915589,0.37527964,0.03166343,0.008393694,0.011806426,0.11874978,0.020300012,0.014879008,0.009888222,0.0014628486,0.014787526
0.0021652489,0.43141806,0.34797162,0.029923461,0.0065430547,0.0069871233,0.117326014,0.016797297,0.008634548,0.0073401034,0.0021755276,0.022717858
